id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact,impact,impactName
12608,10928,Glasston,Valid,L5,1990,Found,1969,48.71667,-97.3,61001,1710,Glasston
12609,10932,Glen Rose (iron),Valid,"Iron, ungrouped",11000,Found,1934,32.25,-97.71667,37907,93,Glen Rose (iron)
12610,10933,Glenormiston,Valid,"Iron, ungrouped",40800,Found,1925,-22.9,138.71667,78934,16200,Glenormiston
12611,10934,Glenrothes,Valid,H5,13,Found,1998,56.25,-3.16667,38012,503000,Glenrothes
12612,10935,Glorieta Mountain,Valid,"Pallasite, PMG-an",148000,Found,1884,35.6,-105.8,848,3070,Glorieta Mountain
12613,10937,Gnowangerup,Valid,"Iron, IIIAB",33600,Found,1976,-34,118.1,59856,13800,Gnowangerup
12614,10938,Goalpara,Valid,Ureilite,2700,Found,1868,26.16667,90.6,74066,35500,Goalpara
12615,10939,Gobabeb,Valid,H4,27000,Found,1969,-23.55,15.03333,59175,11100,Gobabeb
12616,10940,Gold Basin,Valid,L4,61000,Found,1995,35.875,-114.23333,17115,14000,Gold Basin
12617,10941,Golden Mile,Valid,H4,378.8,Found,2000,35.89,-114.16667,26837,481000,Golden Mile
12618,10942,Golden Rule,Valid,L5,797.6,Found,1999,35.87333,-114.2,42727,1970000,Golden Rule
12619,10943,Goldstone Dry Lake,Valid,H6,1.1,Found,1999,35.37333,-116.90833,12599,115,Goldstone Dry Lake
12620,10944,Gomez,Valid,L6,47000,Found,1974,33.18139,-102.40139,83420,11800000,Gomez
12621,10945,Goodland,Valid,L4,3628,Found,1923,39.35,-101.66667,40021,675000,Goodland
12622,10946,Goose Creek,Valid,H5,2132.3,Found,1999,37.435,-98.31833,23199,12200000,Goose Creek
12623,10947,Goose Lake,Valid,"Iron, IAB-sLL",1.1695e+06,Found,1938,41.98,-120.54167,9477,7210,Goose Lake
12624,34019,Goronyo,Valid,H4,11000,Found,2001,13.26667,5.4,65470,531,Goronyo
12625,30665,Gourara,Valid,H6,1272,Found,2002,29.75883,1.88467,27884,5910,Gourara
12626,52859,Gove,Relict,Relict iron,0,Found,1979,-12.26333,136.83833,25349,2040000,Gove
12627,10950,Governador Valadares,Valid,Martian (nakhlite),158,Found,1958,-18.85,-41.95,60407,455000,Governador Valadares
12628,10951,Grady (1933),Valid,L3-6,4230,Found,1933,34.8,-103.31667,11585,138,Grady (1933)
12629,10952,Grady (1937),Valid,H3.7,9300,Found,1937,34.8,-103.31667,9301,442,Grady (1937)
12630,10953,Grady (c),Valid,H4,5700,Found,1970,34.8,-103.31667,86053,1610,Grady (c)
12631,10954,Granada Creek,Valid,H,479,Found,1975,37.96667,-102.33333,94388,187,Granada Creek
12632,10955,Grand Rapids,Valid,"Iron, ungrouped",51700,Found,1883,42.96667,-85.76667,93029,475000,Grand Rapids
12633,47730,Grandview,Valid,L5,6400,Found,2008,32.788333,-101.938333,61530,362000,Grandview
12634,10957,Grant,Valid,"Iron, IIIAB",525000,Found,1929,35.16667,-107.88333,30978,1910000,Grant
12635,10958,Grant County,Valid,L6,2300,Found,1936,37.46667,-101.43333,62759,1060000,Grant County
12636,10959,Grassland,Valid,L4,4400,Found,1964,33.11667,-101.58333,93857,1990000,Grassland
12637,45013,Graves Nunataks,Valid,CR2,421.8,Found,2006,,,99815,6310,Graves Nunataks
12989,11177,Grayton,Valid,H5,11300,Found,1983,30.31167,-86.16667,3139,84400,Grayton
12990,11179,Great Bear Lake,Valid,H6,40,Found,1936,66,-120,56430,37600,Great Bear Lake
12991,11180,Great Bend,Valid,H6,28770,Found,1983,38.395,-98.91583,92695,13500000,Great Bend
12992,11181,Great Sand Sea,Valid,L6,130,Found,1991,26.2,25.66667,79558,19500,Great Sand Sea
13021,11193,Greaterville,Valid,L4,48,Found,1995,31.76167,-110.75,8385,140000,Greaterville
13022,11194,Greenbrier County,Valid,"Iron, IIIAB",5000,Found,1880,37.83333,-80.31667,38308,39700,Greenbrier County
13023,30666,Greener Reservoir,Valid,H4,45,Found,2004,39.49133,-112.942,4301,56,Greener Reservoir
13024,11195,Greenwell Springs,Valid,LL4,664,Found,1987,30.51528,-91.01222,78688,13800,Greenwell Springs
13025,11197,Grein,Valid,H3,710.3,Found,1997,21.229,10.75633,67458,828000,Grein
13028,11200,Gressk,Valid,"Iron, IIAB",303000,Found,1955,53.23333,27.33333,98843,231,Gressk
13029,11201,Gretna,Valid,L5,82000,Found,1912,39.93333,-99.21667,76525,1340000,Gretna
13030,11202,Grier (a),Valid,OC,12.4,Found,1969,34.38167,-103.39167,35684,2750,Grier (a)
13031,11203,Grier (b),Valid,L5-7,929.4,Found,1969,34.26667,-103.38333,28336,324,Grier (b)
13032,11204,Griffith,Valid,"Iron, ungrouped",6000,Found,1985,33.71667,-102.81667,72642,5540000,Griffith
13033,55289,Griffith Wash,Valid,L6,93,Found,2011,35.06639,-114.0975,29151,107,Griffith Wash
13034,32639,Grosvenor Mountains,Valid,L5,29000,Found,2002,,,86082,4490,Grosvenor Mountains
13437,46612,Grove Mountains,Valid,L4,3.37,Found,2002,-73.09722,75.175,85456,16700,Grove Mountains
15931,11427,Gruñidora,Valid,H4,130,Found,1998,24.16667,-102,20758,57,Gruñidora
15932,11428,Gruver,Valid,H4,13100,Found,1934,36.33333,-101.4,75477,60400,Gruver
15933,11430,Guadaloupe County,Valid,Iron,20.5,Found,1950,29.5,-98,93567,77,Guadaloupe County
15934,11431,Guadalupe y Calvo,Valid,"Iron, IIAB",58630,Found,1971,26.1,-106.96667,54499,1580,Guadalupe y Calvo
15935,11433,Guanaco,Valid,"Iron, IIG",13100,Found,2000,-25.1,-69.53333,32750,111000,Guanaco
15936,11434,Guanghua,Valid,"Iron, IVA",190000,Found,1932,32.4,111.7,48601,326000,Guanghua
15937,11438,Guangyuan,Valid,Iron,,Found,1965,32.4,105.9,26575,125000,Guangyuan
15938,11441,Guffey,Valid,"Iron, ungrouped",309000,Found,1907,38.76667,-105.51667,83616,114000,Guffey
15939,11444,Guilford County,Valid,"Iron, IIIAB",1100,Found,1822,35.56667,-79.83333,61658,73600,Guilford County
15940,11445,Guin,Valid,"Iron, ungrouped",34500,Found,1969,33.96667,-87.91667,70480,4230000,Guin
15941,11446,Guixi,Valid,"Iron, IIIAB",220000,Found,,28.28333,117.18333,73335,211000,Guixi
15942,11447,Guizhou,Valid,Iron,,Found,,25.4,107.5,85563,22100000,Guizhou
15943,44889,Gullhögen,Relict,Relict OC,,Found,2000,58.38333,13.8,68973,186,Gullhögen
15944,11451,Gun Creek,Valid,"Iron, ungrouped",22700,Found,1909,34,-111,18264,2010,Gun Creek
15945,11452,Gundaring,Valid,"Iron, IIIAB",112500,Found,1937,-33.3,117.66667,97123,588,Gundaring
15946,11453,Gunlock,Valid,L3.2,6800,Found,1982,37.28333,-113.78333,11475,725000,Gunlock
15947,11454,Gunnadorah,Valid,H5,19.7,Found,1968,-31,125.93333,98062,256,Gunnadorah
15958,11469,Hadley Rille,Valid,EH,,Found,1971,26.43333,3.65556,6044,44100,Hadley Rille
15959,11470,Hagersville,Valid,"Iron, IAB complex",30000,Found,1999,42.96667,-80.15,57945,40000,Hagersville
15960,11471,Haig,Valid,"Iron, IIIAB",503000,Found,1951,-31.38333,125.63333,66770,3100000,Haig
15961,11473,Hainholz,Valid,Mesosiderite-A4,16500,Found,1856,52.28333,8.91667,25075,5510,Hainholz
15962,11474,Hajmah (a),Valid,Ureilite,596,Found,1958,19.91667,56.25,52419,143,Hajmah (a)
15963,11475,Hajmah (b),Valid,L6,890.6,Found,1958,19.91667,56.25,54197,65,Hajmah (b)
15964,11476,Hajmah (c),Valid,L5/6,1132,Found,1958,19.91667,56.25,23888,73,Hajmah (c)
15965,11477,Hale Center (no. 1),Valid,L5,610,Found,1936,34.05,-101.75,32623,187,Hale Center (no
15966,11478,Hale Center (no. 2),Valid,H4,695,Found,1936,34.05,-101.75,39767,179,Hale Center (no
15967,11481,Hamadat Murzùq,Valid,H6,895,Found,1999,26.25,13.01667,15412,10,Hamadat Murzùq
15969,36590,Hambleton,Valid,"Pallasite, PMG",17600,Found,2005,54.24028,-1.19889,18627,38100,Hambleton
15970,11483,Hamilton (Queensland),Valid,L6,68000,Found,1966,-28.48333,148.25,11229,527,Hamilton (Queensland)
15971,11484,Hamilton (Texas),Valid,OC,2700,Found,1965,31.59333,-98.25,10436,11500,Hamilton (Texas)
15972,11486,Hammadah al Hamra,Valid,H5,19418,Found,1990,29,12.23333,65296,31600,Hammadah al Hamra
16313,11813,Hammond,Valid,"Iron, ungrouped",24000,Found,1884,44.91667,-92.43333,98359,6690000,Hammond
16314,11814,Hammond Downs,Valid,H4,27000,Found,1950,-25.46667,142.8,60531,553,Hammond Downs
16315,11816,Hangman Crossing,Valid,H4,1300,Found,1976,38.91972,-85.94722,76476,491,Hangman Crossing
16316,11817,Haniet-el-Beguel,Valid,"Iron, IAB complex",2000,Found,1888,32.48333,4.4,32768,157,Haniet
16317,11818,Happy (a),Valid,H3,2860,Found,1971,35.68,-101.99333,82345,161000,Happy (a)
16318,11819,Happy (b),Valid,OC,2505,Found,1972,34.59333,-101.99333,95533,687000,Happy (b)
16319,11820,Happy (c),Valid,OC,884.3,Found,1971,34.58333,-102.05,48019,36500,Happy (c)
16320,11821,Happy Canyon,Valid,EL6/7,16300,Found,1971,34.80167,-101.56667,65129,6400,Happy Canyon
16321,11822,Happy Draw (a),Valid,L4,224.2,Found,1981,,,20860,201,Happy Draw (a)
16322,11823,Happy Draw (b),Valid,H4/5,120,Found,1981,,,58841,9,Happy Draw (b)
16323,11825,Hardesty,Valid,"Iron, IIIAB",8580,Found,1986,36.57,-101.19,30890,178000,Hardesty
16324,11826,Harding County,Valid,L4,3075,Found,1941,45.5,-103.5,16951,14100,Harding County
16325,11827,Hardtner,Valid,L6,13000,Found,1972,37.06667,-98.66167,58860,8580,Hardtner
16326,11828,Hardwick,Valid,L4,7800,Found,1937,43.8,-96.16667,57416,698000,Hardwick
16327,11831,Harlowton,Valid,"Iron, IAB-ung",4000,Found,1975,46.43333,-109.83333,20249,81600,Harlowton
16328,11832,Harper Dry Lake,Valid,LL3,13,Found,1999,35.05102,-117.30672,96766,1400,Harper Dry Lake
16341,11840,Harriman (Of),Valid,"Iron, IVA",30000,Found,1947,35.95,-84.56667,15438,1420,Harriman (Of)
16342,11841,Harriman (Om),Valid,"Iron, IIIAB",13000,Found,1938,35.95,-84.56667,24875,92,Harriman (Om)
16343,11843,Harrison Township,Valid,L6,3263,Found,1945,38.33333,-101.71167,47777,431000,Harrison Township
16344,11844,Harrisonville,Valid,L6,46500,Found,1933,38.65,-94.33333,67891,92500,Harrisonville
16345,56555,Hart,Valid,CK3,966,Found,2010,34.37718,-102.11672,22766,16600000,Hart
16346,11846,Hart Camp,Valid,H6,1200,Found,1970,33.99833,-102.17667,35915,649,Hart Camp
16347,11847,Hartley,Valid,L,2100,Found,1967,35.94167,-102.16,58437,3420000,Hartley
16348,30725,Hartsel,Valid,H4,490,Found,2000,38.83333,-105.8,25344,14000,Hartsel
16349,11849,Haskell,Valid,L5,36000,Found,1909,33.21333,-99.73167,78307,3590000,Haskell
16350,11850,Hasparos,Valid,"Iron, IAB-MG",12880,Found,1935,34,-105.5,74848,102,Hasparos
16351,11851,Hassayampa,Valid,H4,16000,Found,1963,33.75,-112.66667,12217,231000,Hassayampa
16352,11853,Hat Creek,Valid,H4,8900,Found,1939,42.91667,-104.41667,21781,733000,Hat Creek
16353,11854,Hatfield,Valid,"Iron, IAB complex",21,Found,1941,34.48333,-94.45,57168,3770000,Hatfield
16354,52854,Hautes Fagnes,Valid,LL5,185,Found,1965,50.58333,6.16667,30230,27200,Hautes Fagnes
16355,11857,Havana,Valid,"Iron, IAB complex",,Found,-300,40.33333,-90.05,29470,5860000,Havana
16356,11858,Haven,Valid,H6,6100,Found,1950,37.96417,-97.75583,94705,2150000,Haven
16357,11860,Haviland (a),Valid,H5,1035,Found,1937,37.61667,-99.1,34963,2030,Haviland (a)
16358,11861,Haviland (b),Valid,H5,2092,Found,1976,37.59667,-99.125,3208,200,Haviland (b)
16359,11862,Hawk Springs,Valid,H5,367,Found,1935,41.78333,-104.28333,27910,13000,Hawk Springs
16360,11863,Haxtun,Valid,H/L4,15500,Found,1975,40.45667,-102.57834,33196,12100,Haxtun
16361,11864,Hayden Creek,Valid,"Iron, IIIAB",270,Found,1895,45,-114,52552,1630,Hayden Creek
16362,11865,Hayes Center,Valid,L6,4500,Found,1941,40.51667,-101.03333,40406,12300,Hayes Center
16363,55517,Hayy,Valid,H5,4208,Found,2010,20.84132,57.62995,33982,66000,Hayy
16364,11866,Hebei,Valid,L6,1910,Found,1981,,,15460,2100000,Hebei
16365,11867,Hebron,Valid,H6,21820,Found,1965,40.16667,-97.6,81367,8830000,Hebron
16366,11868,Hechi,Valid,Stone-uncl,,Found,1956,24.7,108,4158,34700,Hechi
16367,11871,Hejing,Valid,Iron,,Found,1965,42.4,86.3,20957,5160,Hejing
16368,11872,Henbury,Valid,"Iron, IIIAB",2e+06,Found,1931,-24.56667,133.16667,5405,38600,Henbury
16369,11873,Hendersonville,Valid,L5,6000,Found,1901,35.31667,-81.46667,77054,664000,Hendersonville
16370,11874,Henvic,Valid,L5,19,Found,1991,48.65,-3.91667,42997,1440,Henvic
16371,11876,Hereford,Valid,OC,2276,Found,1970,33.795,-102.24167,6015,2010000,Hereford
16372,11877,Hermitage Plains,Valid,L6,32000,Found,1909,-31.73333,146.4,12829,361,Hermitage Plains
16373,11879,Hesston,Valid,L6,12900,Found,1951,38.11667,-97.43333,48571,19600000,Hesston
16374,11880,Hex River Mountains,Valid,"Iron, IIAB",60000,Found,1882,-33.31667,19.61667,98227,683,Hex River Mountains
16375,44713,Hezma,Valid,L5/6,62,Found,2002,33.25,10.46667,6773,70,Hezma
16376,11881,Hickiwan,Valid,H5,1928,Found,1974,32.35833,-112.40889,71833,127000,Hickiwan
16377,11882,Hidden Valley,Valid,"Iron, IIIAB",7000,Found,1991,-19.11667,145.41667,82740,13000000,Hidden Valley
16378,11885,Hildreth,Valid,L5,3060,Found,1894,40.33333,-99.03333,79165,218000,Hildreth
16379,11886,Hill City,Valid,"Iron, IVA",11700,Found,1947,39.36667,-99.85,23485,386000,Hill City
16380,11887,Hinojal,Valid,L6,50000,Found,1927,-32.36667,-60.15,34402,1470,Hinojal
16381,11888,Hinojo,Valid,H,1155,Found,1928,-36.86667,-60.16667,29607,190000,Hinojo
16382,11890,Hoba,Valid,"Iron, IVB",6e+07,Found,1920,-19.58333,17.91667,26192,104000,Hoba
16383,11891,Hobbs,Valid,H4,2300,Found,1933,32.73333,-103.1,86817,2540000,Hobbs
16384,11892,Hobbs (b),Valid,H5,1600,Found,1933,32.73333,-103.1,54237,811,Hobbs (b)
16385,11896,Holland's Store,Valid,"Iron, IIAB",12200,Found,1887,34.36667,-85.43333,58418,340,Holland's Store
16386,11897,Holliday,Valid,Iron,12,Found,1950,33.75,-98.83333,95865,2990000,Holliday
16387,11898,Holly,Valid,H4,299,Found,1937,38.06667,-102.1,19704,15500000,Holly
16388,11899,Holman Island,Valid,LL,552,Found,1951,70.73333,-117.75,53473,484,Holman Island
16389,11900,Holyoke,Valid,H4,11200,Found,1933,40.56667,-102.3,68220,564000,Holyoke
16390,11902,Homewood,Valid,L6,325,Found,1970,49.50833,-97.81667,5126,1360000,Homewood
16391,11905,Hope,Valid,"Iron, IAB-MG",6800,Found,1955,33.68333,-93.6,8666,4110000,Hope
16392,11906,Hope Creek,Valid,LL6,9830,Found,1998,65.38333,-146.26667,92148,6920,Hope Creek
16393,11907,Hopper,Valid,"Iron, IIIAB",1800,Found,1889,36.55,-79.78333,91313,5730000,Hopper
16394,11908,Horace,Valid,H5,19700,Found,1940,38.35,-101.78333,62926,4780000,Horace
16395,11909,Horh Uul,Valid,"Iron, IIIAB",44000,Found,2001,43.25,104.16667,56825,75,Horh Uul
16396,11910,Horse Creek,Valid,"Iron, ungrouped",570,Found,1937,37.58333,-102.76667,23928,1080000,Horse Creek
16397,11912,Hot Springs,Valid,"Iron, IIIAB",4700,Found,1995,39.66667,-118.96667,41946,371000,Hot Springs
16398,11914,Howe,Valid,H5,8630,Found,1938,33.5,-96.6,1151,6450000,Howe
16399,11917,Hualapai Wash,Valid,L6,240,Found,2000,35.86333,-114.19333,51370,610,Hualapai Wash
16402,11920,Huangling,Valid,"Iron, IVA",,Found,,29.5,110,34149,20300,Huangling
16403,11921,Hub,Valid,L5,6452,Found,1991,34.54,-102.59433,64673,16200000,Hub
16404,11922,Huckitta,Valid,"Pallasite, PMG-an",2.3e+06,Found,1924,-22.36667,135.76667,24396,14200,Huckitta
16405,11923,Hueco Tanks,Valid,L6,314,Found,1985,31.91667,-106.15,62199,20700,Hueco Tanks
16406,11924,Hueco Tanks (b),Valid,H5,150,Found,1985,31.91667,-106.15,1009,57,Hueco Tanks (b)
16407,11925,Hughes,Valid,LL6,379,Found,1990,-30.45,129.5,66367,579000,Hughes
16465,11983,Hugo (stone),Valid,H5,80,Found,1936,39.13333,-103.48333,83102,115,Hugo (stone)
16466,11984,Hugoton,Valid,H5,350000,Found,1927,37.2,-101.35,34566,84100,Hugoton
16467,11985,Huizopa,Valid,"Iron, IVA",140000,Found,1907,28.9,-108.56667,36615,421,Huizopa
16468,11987,Hunter,Valid,LL5,74600,Found,1962,36.56,-97.66667,90036,3290000,Hunter
16469,11988,Huntsman,Valid,H4,14500,Found,1910,41.18333,-103,9887,7390000,Huntsman
16470,52755,Hyattville,Valid,L6,8911,Found,2008,44.33823,-107.67405,818,6060,Hyattville
16471,11997,Idaho,Valid,"Iron, IAB-MG",,Found,,,,22251,532000,Idaho
16472,11998,Idalia,Valid,H,7400,Found,1968,39.695,-102.295,27824,857000,Idalia
16473,11999,Ider,Valid,"Iron, IIIAB",140000,Found,1957,34.68333,-85.65,35269,321000,Ider
16474,52649,Ifould Lake,Valid,L5,40.9,Found,2008,-30.85,132.08333,2864,76,Ifould Lake
16475,12002,Igdi,Valid,Eucrite-mmict,1470,Found,2000,29.23333,-8.36667,70809,1780,Igdi
16476,12005,Ikhrarene,Valid,L4,5465,Found,1969,28.60417,1.04167,49245,88,Ikhrarene
16477,12006,Ilafegh,Valid,H4,713,Found,1989,21.51667,1.58333,75673,725,Ilafegh
16494,12022,Ilimaes (iron),Valid,"Iron, IIIAB",51700,Found,1870,-26,-70,84397,92,Ilimaes (iron)
16495,12023,Ilinskaya Stanitza,Valid,"Iron, IIIAB",5621,Found,1915,51.23333,57.38333,74448,91,Ilinskaya Stanitza
16496,35519,Ilizi,Valid,H4,185,Found,1991,26.75,8.88333,57525,4720,Ilizi
16497,12024,Illinois Gulch,Valid,"Iron, ungrouped",2500,Found,1899,46.68333,-112.55,76363,446,Illinois Gulch
16498,12025,Imilac,Valid,"Pallasite, PMG",920000,Found,1822,-24.20333,-68.80667,96516,20100,Imilac
16499,52855,Imlay,Valid,L5,770,Found,2009,40.74018,-118.17285,2607,156000,Imlay
16500,12026,Imperial,Valid,H4,4,Found,1908,32.86667,-115.58333,82734,1660000,Imperial
16501,12029,Indian Valley,Valid,"Iron, IIAB",14100,Found,1887,36.93333,-80.5,18041,176000,Indian Valley
16502,12030,Indianola,Valid,L5,4000,Found,1939,40.23333,-100.41667,58012,791000,Indianola
16503,12031,Indianópolis,Valid,"Iron, IIAB",14850,Found,1989,-19.16667,-47.83333,17852,153000,Indianópolis
16504,12032,Indio Rico,Valid,H6,15000,Found,1887,-38.33333,-60.88333,86738,323,Indio Rico
16505,12033,Ingalls,Valid,H6,226,Found,1937,37.83333,-100.45,8993,2670000,Ingalls
16506,12034,Ingella Station,Valid,H5,50000,Found,1987,-25.55,142.78333,51439,510,Ingella Station
16507,12035,Inland Forts,Valid,"Iron, ungrouped",2523,Found,1983,-77.63333,161,49222,397,Inland Forts
16508,12036,Inman,Valid,L/LL3.4,7250,Found,1966,38.25,-97.66667,45066,2520000,Inman
16509,12040,Ioka,Valid,L3.5,31500,Found,1931,40.25,-110.08333,34656,185000,Ioka
16510,12044,Ipitinga,Valid,H5,7000,Found,1989,0.35,-53.81667,71071,3210,Ipitinga
16511,12045,Iquique,Valid,"Iron, IVB",12500,Found,1871,-20.18333,-69.73333,63258,1040000,Iquique
16512,12046,Iredell,Valid,"Iron, IIAB",1500,Found,1898,31.96667,-97.86667,78337,174000,Iredell
16513,12047,Iron Creek,Valid,"Iron, IIIAB",175000,Found,1869,53,-112,43066,48800,Iron Creek
16514,12048,Iron River,Valid,"Iron, IVA",1420,Found,1889,46.07944,-88.55972,9876,1170000,Iron River
16515,56431,Ischgl,Valid,LL6,724,Found,1976,47.02633,10.27333,48310,266000,Ischgl
16516,30726,Isheyevo,Valid,CH/CBb,16000,Found,2003,53.61667,56.33333,22546,2170,Isheyevo
16517,12050,Isla del Espíritu Santo,Valid,L6,869,Found,1999,24.51667,-111.36667,64189,10,Isla del Espíritu Santo
16518,12051,Isna,Valid,CO3.8,23000,Found,1970,24.83333,31.66667,24267,7510000,Isna
16519,12052,Isoulane-n-Amahar,Valid,L6,72000,Found,1945,27.12917,8.66722,26918,136,Isoulane
16520,30727,Issa,Valid,H5,14.3,Found,2002,53.8675,44.8595,80667,7270000,Issa
16521,44891,Istifane,Valid,H4,131.6,Found,2005,31.49852,-5.71742,88423,103,Istifane
16525,12057,Itapuranga,Valid,"Iron, IAB-MG",628000,Found,,-15.58333,-50.15,64427,33600,Itapuranga
16526,12059,Itutinga,Valid,"Iron, IIIAB",3200,Found,1960,-21.33333,-44.66667,6232,57200,Itutinga
16527,12060,Itzawisis,Valid,"Pallasite, PES",350,Found,1946,-26.26667,18.18333,8396,608,Itzawisis
16528,12061,Ivanovka,Valid,H5,8870,Found,1983,54.5,52.8,71214,39100,Ivanovka
16529,12062,Ivanpah,Valid,"Iron, IIIAB",58000,Found,1880,35.33333,-115.31667,11738,17700,Ivanpah
16530,12064,Jabal Akakus,Valid,LL6,215,Found,1997,25,10.83333,23877,338,Jabal Akakus
16531,12066,Jackson County,Valid,"Iron, IIIAB",450,Found,1846,36.41667,-85.5,25607,1370000,Jackson County
16532,12070,Jalu,Valid,L6,150000,Found,2000,27.95833,21.68333,50501,60400,Jalu
16533,12071,Jamestown,Valid,"Iron, IVA",4000,Found,1885,46.61667,-98.5,71334,3540000,Jamestown
16534,12073,Jaralito,Valid,"Iron, IAB-MG",11138,Found,1977,26.26583,-103.885,63448,192,Jaralito
16535,49715,Jarud Qi,Valid,L5,452,Found,2000,44.61667,120.93333,14912,740,Jarud Qi
16536,53489,Javorje,Valid,"Iron, IIIAB",4920,Found,2009,46.16244,14.19166,93745,3540,Javorje
16537,47731,Jay Bird Springs,Valid,Pallasite,292,Found,2003,32.133333,-82.983333,34709,5060,Jay Bird Springs
16538,12076,Jdiriya,Valid,L5,343,Found,1999,27.23333,-10.45,53557,94,Jdiriya
16539,12077,Jeedamya,Valid,H6,914,Found,1971,-29.58333,121.16667,36229,6420,Jeedamya
16540,12080,Jenkins,Valid,"Iron, IAB-MG",55400,Found,1946,36.82444,-93.76111,41089,9760000,Jenkins
16541,12081,Jenny's Creek,Valid,"Iron, IAB-MG",12000,Found,1883,37.9,-82.38333,27713,613,Jenny's Creek
16542,53840,Jepara,Valid,"Pallasite, PMG",499500,Found,2008,-6.6,110.73333,19050,149000,Jepara
16543,12082,Jerome (Idaho),Valid,L,6800,Found,1954,42.63333,-114.83333,31109,4910,Jerome (Idaho)
16544,12083,Jerome (Kansas),Valid,L4,29600,Found,1894,38.76667,-100.73333,37267,403,Jerome (Kansas)
16545,12084,Jerslev,Valid,"Iron, IIAB",40000,Found,1976,55.608833,11.229167,57584,3440,Jerslev
16546,12088,Jiapigou,Valid,Stone-uncl,,Found,1880,42.83333,127.5,67349,848,Jiapigou
16547,12089,Jiddat al Harasis,Valid,H4,1400,Found,1957,19.25,56.06667,27254,39600,Jiddat al Harasis
16928,49513,JiddatalHarasis  ,Valid,Martian (shergottite),553,Found,2008,19.78565,55.8535,19830,7950,JiddatalHarasis  
17245,12169,Jiddat Arkad,Valid,L6,672,Found,2000,18.72878,56.38732,55554,252,Jiddat Arkad
17248,12172,Jilong,Valid,Stone-uncl,,Found,1930,,,37094,162000,Jilong
17249,12174,Joe Wright Mountain,Valid,"Iron, IIIAB",42600,Found,1884,35.76667,-91.5,50956,2220,Joe Wright Mountain
17250,12175,Joel's Iron,Valid,"Iron, IIIAB",1300,Found,1858,-24,-69,46224,169,Joel's Iron
17251,55765,Johannesburg,Valid,H4,63,Found,2012,35.37788,-117.63728,35133,219000,Johannesburg
17252,12176,Johannessen Nunataks,Valid,H5,1058.7,Found,2001,-72.85833,161.13611,26458,220,Johannessen Nunataks
17272,12196,Johnny's Donga,Valid,Unknown,,Found,1965,-30.33333,126.36667,46864,63,Johnny's Donga
17273,12197,Johnson City,Valid,L6,10400,Found,1937,37.55,-101.68333,38907,1090000,Johnson City
17274,12200,Jonah,Valid,H5,1304,Found,1963,30.625,-97.53333,44925,5420000,Jonah
17275,12201,Jonesboro,Valid,"Iron, IVA",30,Found,1891,36.3,-82.46667,45687,1490000,Jonesboro
17276,12204,Juanita de Angeles,Valid,H5,85000,Found,1992,28.41667,-105.08333,67644,15300,Juanita de Angeles
17277,12205,Juarez,Valid,L6,6100,Found,1938,-37.55,-60.15,5233,1280000,Juarez
17278,45814,Juderina Spring,Valid,L6,2198,Found,1990,-25.91667,119.3,23008,9,Juderina Spring
17279,12208,Julesburg,Valid,L3.6,57900,Found,1983,39.975,-102.26667,65685,43400,Julesburg
17280,12211,Juncal,Valid,"Iron, IIIAB",104000,Found,1866,-26,-69.25,18842,92400,Juncal
17281,12212,Junction,Valid,L5,241,Found,1932,30.5,-99.83333,35750,1400000,Junction
17282,50762,Jungo,Valid,L6,70.7,Found,2007,40.89055,-118.36278,76339,3810000,Jungo
17285,12217,Kaalijarv,Valid,"Iron, IAB-MG",2250,Found,1937,58.4,22.66667,30384,888,Kaalijarv
17286,12219,Kabakly,Valid,H4,71.6,Found,1965,39.76667,62.51667,36995,303,Kabakly
17287,45966,Kackley,Valid,H4,1368,Found,2006,39.71633,-97.8545,3702,2090,Kackley
17288,12223,Kaffir (a),Valid,L5,1874.9,Found,1965,34.62333,-101.91667,99636,776,Kaffir (a)
17289,12224,Kaffir (b),Valid,H4,3500,Found,1966,34.67167,-101.815,87881,103,Kaffir (b)
17290,12225,Kaffir (c),Valid,L6,7947,Found,1980,34.67167,-101.815,64498,175,Kaffir (c)
17291,12226,Kaffir (d),Valid,L5,26760,Found,1981,34.67167,-101.815,9581,76,Kaffir (d)
17292,30730,Kalahari,Valid,H4/5,150,Found,,,,31163,277000,Kalahari
17301,12233,Kaldoonera Hill,Valid,H6,12000,Found,1956,-32.61667,134.85,73248,95,Kaldoonera Hill
17302,12234,Kalkaska,Valid,"Iron, IIIAB",9399,Found,1947,44.64694,-85.13667,78336,737000,Kalkaska
17303,12235,Kalugalatenna,Valid,L6,4000,Found,2003,7.31667,80.55,76147,61,Kalugalatenna
17304,12237,Kalvesta,Valid,H4,10000,Found,1968,38.08333,-100.25,8166,10900,Kalvesta
17305,12239,Kamioka,Valid,H4,30,Found,1921,39.51667,140.36667,59557,23800,Kamioka
17306,12242,Kamyshla,Valid,L6,1540,Found,1981,54,52.2,90247,3260,Kamyshla
17307,12248,Kansas City (1903),Valid,H5,36000,Found,1903,39.1,-94.63333,5874,7240,Kansas City (1903)
17308,30739,Kansas State University,Valid,H4,301,Found,2004,39.27556,-96.25944,19000,1130000,Kansas State University
17309,12249,Kansas University,Valid,L6,2800,Found,1900,,,32783,182000,Kansas University
17310,12250,Kanzaki,Valid,H,483,Found,1905,33.3,130.36667,45144,774000,Kanzaki
