id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact
11634,30562,Erg Tiferine,Valid,H5/6,325,Found,2001,27.26667,6.76667,44357
11635,10045,Erie,Valid,L6,3300,Found,1965,40.03167,-105.05667,33025
11636,10046,Erldunda,Valid,H5,190,Found,1992,-25.29647,133.20006,85515
11637,10048,Erofeevka,Valid,H4,1771.9,Found,1937,51.86667,70.35,65494
11638,10050,Escalón,Valid,H4,54.3,Found,1979,27,-104,95204
11639,10052,Esperance,Valid,L/LL3.4,397,Found,1991,-33.86667,121.91667,83457
11640,10053,Espiritu Santo,Valid,"Iron, IIIAB",89,Found,,20,-102.18333,39202
11641,10054,Esquel,Valid,"Pallasite, PMG",755000,Found,1951,-42.9,-71.33333,50368
11642,10056,Essex,Valid,H5,5000,Found,2002,34.61167,-115.03333,33000
11643,10057,Estacado,Valid,H6,290000,Found,1883,33.9,-101.75,82893
11644,54717,Estación Imilac,Valid,H5,1908,Found,2004,-24.22983,-68.89253,40226
11645,10060,Ethiudna,Valid,L4,74318,Found,1977,-32.03333,139.78333,8090
11646,10061,Etosha,Valid,"Iron, IC",110700,Found,1970,-18.5,16,55422
11647,10062,Etter,Valid,L5,450000,Found,1965,35.98333,-101.9,42906
11648,10063,Euclid,Valid,H5,2500,Found,1970,47.95833,-96.7,34016
11649,10064,Eunice,Valid,H5,2300,Found,1961,34.47,-101.75833,73808
11650,10065,Eustis,Valid,H4,502,Found,1918,28.83333,-81.68333,70141
11651,10066,Eva,Valid,H5,6700,Found,1965,36.81667,-101.90833,86831
11652,56565,Fairburn,Valid,"Iron, IAB-ung",445,Found,1907,43.603,-103.026,8047
11653,10069,Fairfield,Valid,"Iron, IAB-MG",1600,Found,1974,39.33333,-84.6,22563
11654,10070,Fairview,Valid,"Iron, IIIAB",28800,Found,1986,34.10139,-102.65,66641
11655,10071,Faith,Valid,H5,105000,Found,1952,45.33333,-102.08333,3387
11656,10072,Falsey Draw,Valid,L6,4180,Found,1995,33.84333,-103.93667,1396
11657,10073,Farley,Valid,H5,19400,Found,1936,36.33333,-104.05,11183
11658,10076,Farnum,Valid,L5,4200,Found,1937,40.25,-100.23333,31898
11659,10077,Faucett,Valid,H5,100000,Found,1966,39.61667,-94.86667,57242
11660,10082,Felsted,Valid,"Iron, IIIAB",13500,Found,1977,54.99056,9.49194,64433
11661,10083,Felt,Valid,H6,5400,Found,1970,36.55,-102.78333,16033
11662,10084,Felt (b),Valid,L3.5-5,5590,Found,1990,36.58333,-102.7,80605
11663,10085,Fenbark,Valid,H5,1861,Found,1968,-30.44028,121.25694,77068
11664,10087,Fengzhen,Valid,"Iron, IIIAB",458,Found,,40.5,113,7933
11665,10089,Ferguson Switch,Valid,H5,1700,Found,1937,34,-101.5,63514
11666,10090,Ferintosh,Valid,OC,2201,Found,1965,52.8,-112.98333,3153
11667,30563,Fife,Valid,H5,8600,Found,2003,31.38972,-99.40583,41490
11668,10093,Fillmore,Valid,Iron,113,Found,1916,49.883333,-103.6,30647
11669,10094,Finger Ridge,Valid,H5,39.61,Found,2000,,,9107
11678,10103,Finmarken,Valid,"Pallasite, PMG",78300,Found,1902,70,24,22416
11679,10104,Finney,Valid,L5,10700,Found,1962,34.26667,-101.56667,25078
11680,10105,Finney (c),Valid,OC,492,Found,1978,34.29833,-101.68333,74908
11681,10106,Fish Canyon,Valid,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333,49937
11682,51738,Fitzwater Pass,Valid,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58942,28447
11683,10108,Flagg,Valid,L5,7000,Found,1954,34.43333,-102.51667,67794
11684,30564,Flagler,Valid,H3.8,4100,Found,1972,39.23,-102.99,46846
11685,10109,Flandreau,Valid,H5,21360,Found,1983,44.04833,-96.59167,8868
11686,10110,Fleming,Valid,H3.7,1750,Found,1940,40.68333,-102.81667,60928
11687,10112,Florey,Valid,H6,110800,Found,1978,32.5225,-102.705,98535
11688,10113,Floyd,Valid,L4,13000,Found,1966,34.19333,-103.575,93668
11689,10114,Floydada,Valid,"Iron, IIIAB",12500,Found,1912,33.98333,-101.28333,1167
11690,10115,Floydada (b),Valid,H5,6266,Found,1999,33.98333,-101.33333,9764
11691,10116,Fluvanna (a),Valid,L5,9500,Found,1967,32.8,-101.11667,94242
11692,10117,Fluvanna (b),Valid,H6,4110,Found,1976,32.90333,-101.16278,2020
11693,10118,Föllinge,Valid,"Iron, IAB-sLH",400,Found,1932,63.73333,14.85,33443
11694,10121,Forestburg (a),Valid,L4,26100,Found,1957,33.50667,-97.65139,41365
11695,10122,Forestburg (b),Valid,L5,26600,Found,1957,33.49556,-97.58861,87586
11696,10124,Forrest,Valid,H5,97.7,Found,1967,-30.81667,128.21667,87865
11733,10161,Forrest Lakes,Valid,LL5,500,Found,1948,-29.41667,129.5,26553
11735,10165,Forsyth County,Valid,"Iron, IIAB",22700,Found,1891,36.1,-80.2,27538
11736,10167,Fort Pierre,Valid,"Iron, IIIAB",15900,Found,1856,44.35,-100.38333,15493
11737,10168,Fort Stockton,Valid,Iron,4762.8,Found,1952,30.91667,-103.06667,44190
11738,10169,Fortuna,Valid,Winonaite,312,Found,1998,-35.13333,-65.36667,78936
11739,10170,Foster,Valid,H4,1992,Found,1975,33.1,-102.26667,2500
11740,10171,Foum Zguid,Valid,"Iron, IIAB",6000,Found,1998,30.06667,-6.9,98186
11741,30565,Fountain Hills,Valid,CBa,60,Found,2002,33.61,-111.72,27161
11742,10172,Four Corners,Valid,"Iron, IAB-ung",25000,Found,1924,37,-109.05,90340
11743,10173,Franceville,Valid,"Iron, IIIAB",18800,Found,1890,38.81667,-104.61667,55847
11744,10174,Franconia,Valid,H5,100000,Found,2002,34.71637,-114.22197,68349
11745,10175,Frankel City,Valid,L6,4700,Found,1977,32.33333,-102.745,20024
11746,10176,Frankfort (iron),Valid,"Iron, IIIAB",10900,Found,1866,38.2,-84.83333,52312
11747,10178,Franklin,Valid,H5,9062,Found,1921,36.71667,-86.56667,66167
11748,10179,Franklinville,Valid,L6,108,Found,1888,38.5,-100,75112
11749,10180,Freda,Valid,"Iron, IAB-sLH",268,Found,1919,46.38333,-101.23333,58694
11750,10181,Fremont Butte,Valid,L4,6647,Found,1963,38.5,-105.5,85659
11751,10182,Frenchman Bay,Valid,H3.5,8800,Found,1964,-30.60833,115.16667,70270
11752,10184,Friona,Valid,L5,21900,Found,1981,34.54,-102.56833,94997
11753,10185,Frontier Mountain,Valid,H5/6,3.2,Found,2001,-72.95194,160.50056,37023
12535,10834,Fujian,Valid,Iron,,Found,,26,119,44513
12536,34491,Fukang,Valid,"Pallasite, PMG",1.003e+06,Found,2000,44.43333,87.63333,96007
12537,10835,Fukue,Valid,Iron,7.3,Found,1849,32.7,128.85,1919
12538,10837,Fuling,Valid,Iron,,Found,1960,29.7,107.4,42492
12539,10841,Fuzzy Creek,Valid,"Iron, IVA",2700,Found,,31.61111,-99.90417,76911
12540,10842,Gahanna,Valid,"Iron, IAB-MG",1201,Found,1950,40.01667,-82.86667,81185
12541,10843,Gail,Valid,H4,4650,Found,1948,32.7,-101.6,24201
12542,10844,Gaines County Park,Valid,H5,13700,Found,1977,32.83333,-102.73333,42094
12543,10847,Galatia,Valid,L6,23900,Found,1971,38.64167,-98.88333,54616
12544,52414,Galleta Flat,Valid,H4,392,Found,2009,32.00415,-110.37503,81691
12545,10852,Gan Gan,Valid,"Iron, IVA",83000,Found,1984,-42.66667,-68.08333,67965
12546,10855,Gao-Guenie (b),Valid,CR,344,Found,2002,11.65,-2.18333,872
12547,10856,Garabato,Valid,H5,160000,Found,1995,-28.86667,-60.2,51593
12548,10857,Garden Head,Valid,"Iron, IAB-sHH",1296,Found,1944,49.81667,-108.46,35194
12549,10858,Gardner Ridge,Valid,L6,77.8,Found,1998,-86.93333,-148.55,22338
12551,10862,Garnett,Valid,H4,4788,Found,1938,38.26667,-95.25,3380
12552,10863,Garraf,Valid,L6,8800,Found,1905,41.26667,1.91667,12366
12553,10864,Garrison,Valid,H5,5116,Found,1969,33.86333,-103.34667,6445
12554,10865,Gascoyne Junction,Valid,H5,10000,Found,1978,-24.5,115.18333,25298
12555,10867,Gay Gulch,Valid,"Iron, IAB-sHH",483,Found,1901,63.91667,-139.33333,57632
12556,10868,Gaylord,Valid,H4,8480,Found,1983,39.61667,-98.7,21397
12557,52031,Gebel Kamil,Valid,"Iron, ungrouped",1.6e+06,Found,2009,22.01833,26.08778,36496
12558,10871,Genichesk,Valid,L5/6,531,Found,1927,46.7,32.6,67304
12559,10872,Geologists Range,Valid,L6,2409,Found,1985,-82.5,155.5,36104
12591,10904,Georgetown,Valid,H6,687,Found,1967,39.7,-105.7,21298
12592,10905,Georgetown (iron),Valid,"Iron, IAB-ung",5000,Found,1988,,,80877
12593,10906,Gerona,Valid,H5,148,Found,1899,41.96667,2.81667,48569
12594,10907,Gerzeh,Valid,Iron,,Found,1911,29.31667,31.28333,33553
12595,10908,Ghéizel,Valid,H4,375,Found,1988,29.65972,20.08611,82789
12596,10909,Gheriat,Valid,H5,20.8,Found,1990,30.65833,12.30667,60730
12598,10911,Ghubara,Valid,L5,1.75e+06,Found,1954,19.22778,56.14278,66552
12599,10912,Gibeon,Valid,"Iron, IVA",2.6e+07,Found,1836,-25.5,18,96846
12600,10913,Gibson,Valid,Lodranite,67.1,Found,1991,-33.68333,121.8,92169
12601,30664,Gila Bend,Valid,L5,3700,Found,2000,33.03333,-112.61667,27164
12602,10915,Gilgoin,Valid,H5,147000,Found,1889,-30.38333,147.2,51400
12603,10916,Gilzem,Valid,H5,436,Found,1987,49.87361,6.50556,1465
12604,10918,Giroux,Valid,"Pallasite, PMG",4275,Found,1954,49.61667,-96.55,86249
12605,10920,Gladstone (iron),Valid,"Iron, IAB-MG",736600,Found,1915,-23.9,151.3,23888
12606,10921,Gladstone (stone),Valid,H4,57300,Found,1936,36.3,-104,41561
12607,10927,Glasgow,Valid,"Iron, IIIAB",20400,Found,1922,37.01667,-85.91667,53868
12608,10928,Glasston,Valid,L5,1990,Found,1969,48.71667,-97.3,61001
12609,10932,Glen Rose (iron),Valid,"Iron, ungrouped",11000,Found,1934,32.25,-97.71667,37907
12610,10933,Glenormiston,Valid,"Iron, ungrouped",40800,Found,1925,-22.9,138.71667,78934
12611,10934,Glenrothes,Valid,H5,13,Found,1998,56.25,-3.16667,38012
12612,10935,Glorieta Mountain,Valid,"Pallasite, PMG-an",148000,Found,1884,35.6,-105.8,848
12613,10937,Gnowangerup,Valid,"Iron, IIIAB",33600,Found,1976,-34,118.1,59856
12614,10938,Goalpara,Valid,Ureilite,2700,Found,1868,26.16667,90.6,74066
12615,10939,Gobabeb,Valid,H4,27000,Found,1969,-23.55,15.03333,59175
12616,10940,Gold Basin,Valid,L4,61000,Found,1995,35.875,-114.23333,17115
12617,10941,Golden Mile,Valid,H4,378.8,Found,2000,35.89,-114.16667,26837
12618,10942,Golden Rule,Valid,L5,797.6,Found,1999,35.87333,-114.2,42727
12619,10943,Goldstone Dry Lake,Valid,H6,1.1,Found,1999,35.37333,-116.90833,12599
12620,10944,Gomez,Valid,L6,47000,Found,1974,33.18139,-102.40139,83420
12621,10945,Goodland,Valid,L4,3628,Found,1923,39.35,-101.66667,40021
12622,10946,Goose Creek,Valid,H5,2132.3,Found,1999,37.435,-98.31833,23199
12623,10947,Goose Lake,Valid,"Iron, IAB-sLL",1.1695e+06,Found,1938,41.98,-120.54167,9477
12624,34019,Goronyo,Valid,H4,11000,Found,2001,13.26667,5.4,65470
12625,30665,Gourara,Valid,H6,1272,Found,2002,29.75883,1.88467,27884
12626,52859,Gove,Relict,Relict iron,0,Found,1979,-12.26333,136.83833,25349
12627,10950,Governador Valadares,Valid,Martian (nakhlite),158,Found,1958,-18.85,-41.95,60407
12628,10951,Grady (1933),Valid,L3-6,4230,Found,1933,34.8,-103.31667,11585
12629,10952,Grady (1937),Valid,H3.7,9300,Found,1937,34.8,-103.31667,9301
12630,10953,Grady (c),Valid,H4,5700,Found,1970,34.8,-103.31667,86053
12631,10954,Granada Creek,Valid,H,479,Found,1975,37.96667,-102.33333,94388
12632,10955,Grand Rapids,Valid,"Iron, ungrouped",51700,Found,1883,42.96667,-85.76667,93029
12633,47730,Grandview,Valid,L5,6400,Found,2008,32.788333,-101.938333,61530
12634,10957,Grant,Valid,"Iron, IIIAB",525000,Found,1929,35.16667,-107.88333,30978
12635,10958,Grant County,Valid,L6,2300,Found,1936,37.46667,-101.43333,62759
12636,10959,Grassland,Valid,L4,4400,Found,1964,33.11667,-101.58333,93857
12637,45013,Graves Nunataks,Valid,CR2,421.8,Found,2006,,,99815
12989,11177,Grayton,Valid,H5,11300,Found,1983,30.31167,-86.16667,3139
12990,11179,Great Bear Lake,Valid,H6,40,Found,1936,66,-120,56430
12991,11180,Great Bend,Valid,H6,28770,Found,1983,38.395,-98.91583,92695
12992,11181,Great Sand Sea,Valid,L6,130,Found,1991,26.2,25.66667,79558
13021,11193,Greaterville,Valid,L4,48,Found,1995,31.76167,-110.75,8385
13022,11194,Greenbrier County,Valid,"Iron, IIIAB",5000,Found,1880,37.83333,-80.31667,38308
13023,30666,Greener Reservoir,Valid,H4,45,Found,2004,39.49133,-112.942,4301
13024,11195,Greenwell Springs,Valid,LL4,664,Found,1987,30.51528,-91.01222,78688
13025,11197,Grein,Valid,H3,710.3,Found,1997,21.229,10.75633,67458
13028,11200,Gressk,Valid,"Iron, IIAB",303000,Found,1955,53.23333,27.33333,98843
13029,11201,Gretna,Valid,L5,82000,Found,1912,39.93333,-99.21667,76525
13030,11202,Grier (a),Valid,OC,12.4,Found,1969,34.38167,-103.39167,35684
13031,11203,Grier (b),Valid,L5-7,929.4,Found,1969,34.26667,-103.38333,28336
13032,11204,Griffith,Valid,"Iron, ungrouped",6000,Found,1985,33.71667,-102.81667,72642
13033,55289,Griffith Wash,Valid,L6,93,Found,2011,35.06639,-114.0975,29151
13034,32639,Grosvenor Mountains,Valid,L5,29000,Found,2002,,,86082
13437,46612,Grove Mountains,Valid,L4,3.37,Found,2002,-73.09722,75.175,85456
15931,11427,Gruñidora,Valid,H4,130,Found,1998,24.16667,-102,20758
15932,11428,Gruver,Valid,H4,13100,Found,1934,36.33333,-101.4,75477
15933,11430,Guadaloupe County,Valid,Iron,20.5,Found,1950,29.5,-98,93567
15934,11431,Guadalupe y Calvo,Valid,"Iron, IIAB",58630,Found,1971,26.1,-106.96667,54499
15935,11433,Guanaco,Valid,"Iron, IIG",13100,Found,2000,-25.1,-69.53333,32750
15936,11434,Guanghua,Valid,"Iron, IVA",190000,Found,1932,32.4,111.7,48601
15937,11438,Guangyuan,Valid,Iron,,Found,1965,32.4,105.9,26575
15938,11441,Guffey,Valid,"Iron, ungrouped",309000,Found,1907,38.76667,-105.51667,83616
15939,11444,Guilford County,Valid,"Iron, IIIAB",1100,Found,1822,35.56667,-79.83333,61658
15940,11445,Guin,Valid,"Iron, ungrouped",34500,Found,1969,33.96667,-87.91667,70480
15941,11446,Guixi,Valid,"Iron, IIIAB",220000,Found,,28.28333,117.18333,73335
15942,11447,Guizhou,Valid,Iron,,Found,,25.4,107.5,85563
15943,44889,Gullhögen,Relict,Relict OC,,Found,2000,58.38333,13.8,68973
15944,11451,Gun Creek,Valid,"Iron, ungrouped",22700,Found,1909,34,-111,18264
15945,11452,Gundaring,Valid,"Iron, IIIAB",112500,Found,1937,-33.3,117.66667,97123
15946,11453,Gunlock,Valid,L3.2,6800,Found,1982,37.28333,-113.78333,11475
15947,11454,Gunnadorah,Valid,H5,19.7,Found,1968,-31,125.93333,98062
15958,11469,Hadley Rille,Valid,EH,,Found,1971,26.43333,3.65556,6044
15959,11470,Hagersville,Valid,"Iron, IAB complex",30000,Found,1999,42.96667,-80.15,57945
15960,11471,Haig,Valid,"Iron, IIIAB",503000,Found,1951,-31.38333,125.63333,66770
15961,11473,Hainholz,Valid,Mesosiderite-A4,16500,Found,1856,52.28333,8.91667,25075
15962,11474,Hajmah (a),Valid,Ureilite,596,Found,1958,19.91667,56.25,52419
15963,11475,Hajmah (b),Valid,L6,890.6,Found,1958,19.91667,56.25,54197
15964,11476,Hajmah (c),Valid,L5/6,1132,Found,1958,19.91667,56.25,23888
15965,11477,Hale Center (no. 1),Valid,L5,610,Found,1936,34.05,-101.75,32623
15966,11478,Hale Center (no. 2),Valid,H4,695,Found,1936,34.05,-101.75,39767
15967,11481,Hamadat Murzùq,Valid,H6,895,Found,1999,26.25,13.01667,15412
15969,36590,Hambleton,Valid,"Pallasite, PMG",17600,Found,2005,54.24028,-1.19889,18627
15970,11483,Hamilton (Queensland),Valid,L6,68000,Found,1966,-28.48333,148.25,11229
15971,11484,Hamilton (Texas),Valid,OC,2700,Found,1965,31.59333,-98.25,10436
15972,11486,Hammadah al Hamra,Valid,H5,19418,Found,1990,29,12.23333,65296
16313,11813,Hammond,Valid,"Iron, ungrouped",24000,Found,1884,44.91667,-92.43333,98359
16314,11814,Hammond Downs,Valid,H4,27000,Found,1950,-25.46667,142.8,60531
16315,11816,Hangman Crossing,Valid,H4,1300,Found,1976,38.91972,-85.94722,76476
16316,11817,Haniet-el-Beguel,Valid,"Iron, IAB complex",2000,Found,1888,32.48333,4.4,32768
16317,11818,Happy (a),Valid,H3,2860,Found,1971,35.68,-101.99333,82345
16318,11819,Happy (b),Valid,OC,2505,Found,1972,34.59333,-101.99333,95533
16319,11820,Happy (c),Valid,OC,884.3,Found,1971,34.58333,-102.05,48019
16320,11821,Happy Canyon,Valid,EL6/7,16300,Found,1971,34.80167,-101.56667,65129
16321,11822,Happy Draw (a),Valid,L4,224.2,Found,1981,,,20860
16322,11823,Happy Draw (b),Valid,H4/5,120,Found,1981,,,58841
16323,11825,Hardesty,Valid,"Iron, IIIAB",8580,Found,1986,36.57,-101.19,30890
16324,11826,Harding County,Valid,L4,3075,Found,1941,45.5,-103.5,16951
16325,11827,Hardtner,Valid,L6,13000,Found,1972,37.06667,-98.66167,58860
16326,11828,Hardwick,Valid,L4,7800,Found,1937,43.8,-96.16667,57416
16327,11831,Harlowton,Valid,"Iron, IAB-ung",4000,Found,1975,46.43333,-109.83333,20249
16328,11832,Harper Dry Lake,Valid,LL3,13,Found,1999,35.05102,-117.30672,96766
16341,11840,Harriman (Of),Valid,"Iron, IVA",30000,Found,1947,35.95,-84.56667,15438
16342,11841,Harriman (Om),Valid,"Iron, IIIAB",13000,Found,1938,35.95,-84.56667,24875
16343,11843,Harrison Township,Valid,L6,3263,Found,1945,38.33333,-101.71167,47777
16344,11844,Harrisonville,Valid,L6,46500,Found,1933,38.65,-94.33333,67891
16345,56555,Hart,Valid,CK3,966,Found,2010,34.37718,-102.11672,22766
16346,11846,Hart Camp,Valid,H6,1200,Found,1970,33.99833,-102.17667,35915
16347,11847,Hartley,Valid,L,2100,Found,1967,35.94167,-102.16,58437
16348,30725,Hartsel,Valid,H4,490,Found,2000,38.83333,-105.8,25344
16349,11849,Haskell,Valid,L5,36000,Found,1909,33.21333,-99.73167,78307
16350,11850,Hasparos,Valid,"Iron, IAB-MG",12880,Found,1935,34,-105.5,74848
16351,11851,Hassayampa,Valid,H4,16000,Found,1963,33.75,-112.66667,12217
16352,11853,Hat Creek,Valid,H4,8900,Found,1939,42.91667,-104.41667,21781
16353,11854,Hatfield,Valid,"Iron, IAB complex",21,Found,1941,34.48333,-94.45,57168
16354,52854,Hautes Fagnes,Valid,LL5,185,Found,1965,50.58333,6.16667,30230
16355,11857,Havana,Valid,"Iron, IAB complex",,Found,-300,40.33333,-90.05,29470
16356,11858,Haven,Valid,H6,6100,Found,1950,37.96417,-97.75583,94705
16357,11860,Haviland (a),Valid,H5,1035,Found,1937,37.61667,-99.1,34963
16358,11861,Haviland (b),Valid,H5,2092,Found,1976,37.59667,-99.125,3208
16359,11862,Hawk Springs,Valid,H5,367,Found,1935,41.78333,-104.28333,27910
16360,11863,Haxtun,Valid,H/L4,15500,Found,1975,40.45667,-102.57834,33196
16361,11864,Hayden Creek,Valid,"Iron, IIIAB",270,Found,1895,45,-114,52552
16362,11865,Hayes Center,Valid,L6,4500,Found,1941,40.51667,-101.03333,40406
16363,55517,Hayy,Valid,H5,4208,Found,2010,20.84132,57.62995,33982
16364,11866,Hebei,Valid,L6,1910,Found,1981,,,15460
16365,11867,Hebron,Valid,H6,21820,Found,1965,40.16667,-97.6,81367
16366,11868,Hechi,Valid,Stone-uncl,,Found,1956,24.7,108,4158
16367,11871,Hejing,Valid,Iron,,Found,1965,42.4,86.3,20957
16368,11872,Henbury,Valid,"Iron, IIIAB",2e+06,Found,1931,-24.56667,133.16667,5405
16369,11873,Hendersonville,Valid,L5,6000,Found,1901,35.31667,-81.46667,77054
16370,11874,Henvic,Valid,L5,19,Found,1991,48.65,-3.91667,42997
16371,11876,Hereford,Valid,OC,2276,Found,1970,33.795,-102.24167,6015
16372,11877,Hermitage Plains,Valid,L6,32000,Found,1909,-31.73333,146.4,12829
16373,11879,Hesston,Valid,L6,12900,Found,1951,38.11667,-97.43333,48571
16374,11880,Hex River Mountains,Valid,"Iron, IIAB",60000,Found,1882,-33.31667,19.61667,98227
16375,44713,Hezma,Valid,L5/6,62,Found,2002,33.25,10.46667,6773
16376,11881,Hickiwan,Valid,H5,1928,Found,1974,32.35833,-112.40889,71833
16377,11882,Hidden Valley,Valid,"Iron, IIIAB",7000,Found,1991,-19.11667,145.41667,82740
16378,11885,Hildreth,Valid,L5,3060,Found,1894,40.33333,-99.03333,79165
16379,11886,Hill City,Valid,"Iron, IVA",11700,Found,1947,39.36667,-99.85,23485
16380,11887,Hinojal,Valid,L6,50000,Found,1927,-32.36667,-60.15,34402
16381,11888,Hinojo,Valid,H,1155,Found,1928,-36.86667,-60.16667,29607
16382,11890,Hoba,Valid,"Iron, IVB",6e+07,Found,1920,-19.58333,17.91667,26192
16383,11891,Hobbs,Valid,H4,2300,Found,1933,32.73333,-103.1,86817
16384,11892,Hobbs (b),Valid,H5,1600,Found,1933,32.73333,-103.1,54237
16385,11896,Holland's Store,Valid,"Iron, IIAB",12200,Found,1887,34.36667,-85.43333,58418
16386,11897,Holliday,Valid,Iron,12,Found,1950,33.75,-98.83333,95865
16387,11898,Holly,Valid,H4,299,Found,1937,38.06667,-102.1,19704
16388,11899,Holman Island,Valid,LL,552,Found,1951,70.73333,-117.75,53473
16389,11900,Holyoke,Valid,H4,11200,Found,1933,40.56667,-102.3,68220
16390,11902,Homewood,Valid,L6,325,Found,1970,49.50833,-97.81667,5126
16391,11905,Hope,Valid,"Iron, IAB-MG",6800,Found,1955,33.68333,-93.6,8666
16392,11906,Hope Creek,Valid,LL6,9830,Found,1998,65.38333,-146.26667,92148
16393,11907,Hopper,Valid,"Iron, IIIAB",1800,Found,1889,36.55,-79.78333,91313
16394,11908,Horace,Valid,H5,19700,Found,1940,38.35,-101.78333,62926
16395,11909,Horh Uul,Valid,"Iron, IIIAB",44000,Found,2001,43.25,104.16667,56825
16396,11910,Horse Creek,Valid,"Iron, ungrouped",570,Found,1937,37.58333,-102.76667,23928
16397,11912,Hot Springs,Valid,"Iron, IIIAB",4700,Found,1995,39.66667,-118.96667,41946
16398,11914,Howe,Valid,H5,8630,Found,1938,33.5,-96.6,1151
16399,11917,Hualapai Wash,Valid,L6,240,Found,2000,35.86333,-114.19333,51370
16402,11920,Huangling,Valid,"Iron, IVA",,Found,,29.5,110,34149
16403,11921,Hub,Valid,L5,6452,Found,1991,34.54,-102.59433,64673
16404,11922,Huckitta,Valid,"Pallasite, PMG-an",2.3e+06,Found,1924,-22.36667,135.76667,24396
16405,11923,Hueco Tanks,Valid,L6,314,Found,1985,31.91667,-106.15,62199
16406,11924,Hueco Tanks (b),Valid,H5,150,Found,1985,31.91667,-106.15,1009
16407,11925,Hughes,Valid,LL6,379,Found,1990,-30.45,129.5,66367
16465,11983,Hugo (stone),Valid,H5,80,Found,1936,39.13333,-103.48333,83102
16466,11984,Hugoton,Valid,H5,350000,Found,1927,37.2,-101.35,34566
16467,11985,Huizopa,Valid,"Iron, IVA",140000,Found,1907,28.9,-108.56667,36615
16468,11987,Hunter,Valid,LL5,74600,Found,1962,36.56,-97.66667,90036
16469,11988,Huntsman,Valid,H4,14500,Found,1910,41.18333,-103,9887
16470,52755,Hyattville,Valid,L6,8911,Found,2008,44.33823,-107.67405,818
16471,11997,Idaho,Valid,"Iron, IAB-MG",,Found,,,,22251
16472,11998,Idalia,Valid,H,7400,Found,1968,39.695,-102.295,27824
16473,11999,Ider,Valid,"Iron, IIIAB",140000,Found,1957,34.68333,-85.65,35269
16474,52649,Ifould Lake,Valid,L5,40.9,Found,2008,-30.85,132.08333,2864
16475,12002,Igdi,Valid,Eucrite-mmict,1470,Found,2000,29.23333,-8.36667,70809
16476,12005,Ikhrarene,Valid,L4,5465,Found,1969,28.60417,1.04167,49245
16477,12006,Ilafegh,Valid,H4,713,Found,1989,21.51667,1.58333,75673
16494,12022,Ilimaes (iron),Valid,"Iron, IIIAB",51700,Found,1870,-26,-70,84397
16495,12023,Ilinskaya Stanitza,Valid,"Iron, IIIAB",5621,Found,1915,51.23333,57.38333,74448
16496,35519,Ilizi,Valid,H4,185,Found,1991,26.75,8.88333,57525
16497,12024,Illinois Gulch,Valid,"Iron, ungrouped",2500,Found,1899,46.68333,-112.55,76363
16498,12025,Imilac,Valid,"Pallasite, PMG",920000,Found,1822,-24.20333,-68.80667,96516
16499,52855,Imlay,Valid,L5,770,Found,2009,40.74018,-118.17285,2607
16500,12026,Imperial,Valid,H4,4,Found,1908,32.86667,-115.58333,82734
16501,12029,Indian Valley,Valid,"Iron, IIAB",14100,Found,1887,36.93333,-80.5,18041
16502,12030,Indianola,Valid,L5,4000,Found,1939,40.23333,-100.41667,58012
16503,12031,Indianópolis,Valid,"Iron, IIAB",14850,Found,1989,-19.16667,-47.83333,17852
16504,12032,Indio Rico,Valid,H6,15000,Found,1887,-38.33333,-60.88333,86738
16505,12033,Ingalls,Valid,H6,226,Found,1937,37.83333,-100.45,8993
16506,12034,Ingella Station,Valid,H5,50000,Found,1987,-25.55,142.78333,51439
16507,12035,Inland Forts,Valid,"Iron, ungrouped",2523,Found,1983,-77.63333,161,49222
16508,12036,Inman,Valid,L/LL3.4,7250,Found,1966,38.25,-97.66667,45066
16509,12040,Ioka,Valid,L3.5,31500,Found,1931,40.25,-110.08333,34656
16510,12044,Ipitinga,Valid,H5,7000,Found,1989,0.35,-53.81667,71071
16511,12045,Iquique,Valid,"Iron, IVB",12500,Found,1871,-20.18333,-69.73333,63258
16512,12046,Iredell,Valid,"Iron, IIAB",1500,Found,1898,31.96667,-97.86667,78337
16513,12047,Iron Creek,Valid,"Iron, IIIAB",175000,Found,1869,53,-112,43066
16514,12048,Iron River,Valid,"Iron, IVA",1420,Found,1889,46.07944,-88.55972,9876
16515,56431,Ischgl,Valid,LL6,724,Found,1976,47.02633,10.27333,48310
16516,30726,Isheyevo,Valid,CH/CBb,16000,Found,2003,53.61667,56.33333,22546
16517,12050,Isla del Espíritu Santo,Valid,L6,869,Found,1999,24.51667,-111.36667,64189
16518,12051,Isna,Valid,CO3.8,23000,Found,1970,24.83333,31.66667,24267
16519,12052,Isoulane-n-Amahar,Valid,L6,72000,Found,1945,27.12917,8.66722,26918
16520,30727,Issa,Valid,H5,14.3,Found,2002,53.8675,44.8595,80667
16521,44891,Istifane,Valid,H4,131.6,Found,2005,31.49852,-5.71742,88423
16525,12057,Itapuranga,Valid,"Iron, IAB-MG",628000,Found,,-15.58333,-50.15,64427
16526,12059,Itutinga,Valid,"Iron, IIIAB",3200,Found,1960,-21.33333,-44.66667,6232
16527,12060,Itzawisis,Valid,"Pallasite, PES",350,Found,1946,-26.26667,18.18333,8396
